Linux 3.0.101-0.15-default (axle) 	11/18/2014 	_x86_64_

08:42:01 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:43:01 AM     all      6.32      0.00      6.23      0.13      0.00     87.32
08:44:01 AM     all      6.92      0.00      5.66      0.00      0.00     87.41
08:45:01 AM     all      5.32      0.00      7.68      0.01      0.00     86.99
08:46:01 AM     all      7.23      0.00      5.91      0.01      0.00     86.85
08:47:01 AM     all      5.63      0.00      2.48      0.00      0.00     91.89
08:48:01 AM     all      5.86      0.00      0.43      0.00      0.00     93.71
08:49:01 AM     all      4.99      0.00      1.35      0.00      0.00     93.66
08:50:01 AM     all      5.19      0.00      1.17      0.00      0.00     93.63
08:51:01 AM     all      5.34      0.00      0.96      0.00      0.00     93.70
08:52:01 AM     all      5.11      0.00      1.24      0.00      0.00     93.64
08:53:01 AM     all      4.29      0.00      2.10      0.00      0.00     93.61
